task_uid,compute_multiplier,memory_multiplier,semantic_class,warning,requested_model,resolved_model,latency_ms,prompt_tokens,completion_tokens,total_tokens,attempts,response_sha256
pool05-task081,2.0,1.5,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,926.1072500376031,174,48,222,1,66069ac9400131202fff9f131eca45f035e5b87c99a75b401f68a5283c4b4895
pool05-task082,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1028.437208966352,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63
pool05-task083,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1014.7197500336915,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task084,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,919.4879160495475,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c
pool05-task085,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,949.8186249984428,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task086,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1255.3452079882845,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task087,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1098.0901250150055,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task088,1.0,1.0,TXT_2_IMG,Very short prompt; may lack detail.,deepseek-chat,deepseek-v4-flash,910.0762080634013,174,53,227,1,d02fd6346e5f96bd60be2eb8e8bc1d2c3bdf3c0ebf2405d11d7faf684d326051
pool05-task089,1.0,1.0,TXT_2_IMG,Minimal prompt; consider longer prompt for better quality.,deepseek-chat,deepseek-v4-flash,1034.5307909883559,174,56,230,1,c4394927b0ab47087d118e319c81a3ba736e0478ee236e3db22bab2d6f785e66
pool05-task090,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1159.9165410734713,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool05-task091,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,808.912541018799,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task092,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1196.1532910354435,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task093,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,856.2588749919087,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task094,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1050.7900828961283,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task095,2.5,2.0,image_generation,High resource demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1126.570082968101,174,55,229,1,7096b5db4bc5c65db42f65552313a8ed3fb968f990708fb37f0ee8290868adc2
pool05-task096,1.0,1.0,TXT_2_IMG,none_reported,deepseek-chat,deepseek-v4-flash,1010.6242909096181,174,45,219,1,6bcedfe157cc75885b23d812ecc81c527fa2210efd7e85d497e9bdbbb5a6d1a5
pool05-task097,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1128.885083948262,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool05-task098,1.5,1.2,image_editing,IMG_2_IMG with LoRA; moderate resource demand.,deepseek-chat,deepseek-v4-flash,920.4670829931274,173,56,229,1,d1d2c092ef22d178f4c2b129a70ce9191756d2b36d9129b5a4b80807a189762d
pool05-task099,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,831.8169169360772,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
